License Number,Community Name, Street Address,City,Zip Code,Case Number,Longitude,Latitude,First Inspection Date,Next Inspection Date,Inspection Frequency,Compliant,Unit Count,Units Inspected,Average Violations Per Unit,Severity Index,No Violations Observed,Infested Units Percentage,Units with Mold,Analysis Rating,Location
17697,"Chevy Chase Drive, 4830",4830 Chevy Chase Dr,Chevy Chase,20815,148729,-77.09629012,38.976550826,07/11/2018,,3,1,17,3,1.00,0.88,1,0.00,0.00,compliant,"(38.9766, -77.0963)"
17402,"Wisconsin Avenue, 8200",8200 Wisconsin Ave,Bethesda,20814,146532,-77.096395334,38.991923983,06/07/2018,,3,1,245,64,0.59,0.83,34,0.03,0.00,compliant,"(38.9919, -77.0964)"
46159,Rosedale Park,4720 Rosedale Ave,Bethesda,20814,152169,-77.095509222,38.992331074,12/05/2018,,3,1,164,39,0.20,0.20,35,0.00,0.00,compliant,"(38.9923, -77.0955)"
17176,Londonderry,17041 Downing St,Gaithersburg,20877,146167,-77.208598416,39.136013164,05/24/2018,,3,1,529,132,1.01,1.07,53,0.01,0.00,compliant,"(39.136, -77.2086)"
17453,"Silver Spring Avenue, 515",515 Silver Spring Ave,Silver Spring,20910,142393,-77.012908954,38.993058537,08/31/2017,,3,1,5,5,1.00,0.84,2,0.00,0.00,compliant,"(38.9931, -77.0129)"
17294,Earle Manor I I,10800 Georgia Ave,Silver Spring,20902,150063,-77.049351578,39.032402867,09/13/2018,,3,1,60,17,0.52,0.52,13,0.00,0.05,compliant,"(39.0324, -77.0494)"
17595,"Mt. Vernon Avenue, 26026-28",26026 Mount Vernon Ave,Damascus,20872-2010,152166,-77.200226482,39.283742615,11/19/2018,,3,1,2,1,0.00,0.00,2,0.00,0.00,compliant,"(39.2837, -77.2002)"
17970,"Hampden Lane, 4911",4911 Hampden Ln,Bethesda,20814,146550,-77.096995204,38.982890089,04/13/2018,,3,1,6,6,1.00,0.88,2,0.00,0.00,compliant,"(38.9829, -77.097)"
47480,Gramax Towers,8060 13Th St,Silver Spring,20910,150072,-77.027881161,38.987748469,01/29/2019,,3,1,180,43,0.60,1.02,16,0.00,0.00,compliant,"(38.9877, -77.0279)"
17376,Village Square West,12401 Village Square Ter,Rockville,20852,147622,-77.109136371,39.058435418,06/28/2018,,3,1,403,82,0.74,1.07,40,0.00,0.04,compliant,"(39.0584, -77.1091)"
55327,"Prospect Street, 909",909 Prospect St,Takoma Park,20912,138946,-76.998824885,38.989185043,02/08/2017,,3,1,2,1,0.00,0.00,1,0.00,0.00,compliant,"(38.9892, -76.9988)"
17463,"Garland Avenue, 8302",8302 Garland Ave,Takoma Park,20912,151011,-77.000594566,38.993166307,10/22/2018,,3,1,6,6,0.66,0.50,3,0.00,0.00,compliant,"(38.9932, -77.0006)"
17556,Montgomery Paint Branch,11556 February Cir,Silver Spring,20904,144858,-76.976897228,39.046859129,02/07/2018,,3,1,243,65,1.36,1.26,19,0.04,0.04,compliant,"(39.0469, -76.9769)"
17256,Forest Park Apartment,9316 Piney Branch Rd,Silver Spring,20903,149953,-76.986636937,39.001304219,10/02/2018,,3,1,189,46,0.91,1.14,22,0.06,0.04,compliant,"(39.0013, -76.9866)"
18221,"Greenwood Avenue, 8105",8105 Greenwood Ave,Takoma Park,20912,139476,-76.999915536,38.990791303,09/21/2017,,3,1,6,6,0.33,0.33,5,0.00,0.00,compliant,"(38.9908, -76.9999)"
17551,"Sunrise Village House, LLC",19310 Club House Rd,Montgomery Village,20886,147582,-77.202715937,39.173649271,07/03/2018,,3,1,68,22,0.09,0.13,20,0.00,0.00,compliant,"(39.1736, -77.2027)"
17512,"Flower Avenue, 8303",8303 Flower Ave,Takoma Park,20912,153878,-77.001928019,38.992880756,04/04/2019,,3,1,6,6,0.16,0.50,5,0.00,0.00,compliant,"(38.9929, -77.0019)"
90468,10111 Darnestown Road,10111 Darnestown Rd,Rockville,20850,154291,-77.208131201,39.098039097,04/16/2019,,3,1,1,1,0.00,0.00,1,0.00,0.00,compliant,"(39.098, -77.2081)"
18222,"Schrider Street, 8101",8101 Schrider St,Silver Spring,20910,141064,-77.014266898,38.991275955,05/25/2017,,3,1,6,6,0.50,0.50,3,0.00,0.00,compliant,"(38.9913, -77.0143)"
17702,The Encore At Wheaton Station,10898 Bucknell Dr,Silver Spring,20902,146158,-77.046748074,39.034748714,05/16/2018,,3,1,182,44,0.13,0.22,39,0.00,0.02,compliant,"(39.0347, -77.0467)"
18245,Hamptons Phase I I,19773 Crystal Rock Dr,Germantown,20874,146690,-77.261921418,39.180572648,07/11/2018,,3,1,245,54,1.24,1.32,18,0.03,0.01,compliant,"(39.1806, -77.2619)"
18220,"Georgia Avenue, 20514 & 20520",20514 Georgia Ave,Brookeville,20833,146197,-77.066418327,39.192706231,03/08/2018,,3,1,8,7,1.28,1.01,3,0.00,0.14,compliant,"(39.1927, -77.0664)"
17183,Park Wayne,2 Manchester Pl,Silver Spring,20901,146184,-77.009935466,39.001022102,04/19/2018,,3,1,221,56,0.32,0.34,43,0.00,0.03,compliant,"(39.001, -77.0099)"
17737,"Silver Spring Avenue, 628",628 Silver Spring Ave,Silver Spring,20910,142399,-77.015269527,38.991729294,08/08/2018,,3,1,4,5,0.00,0.00,5,0.00,0.00,compliant,"(38.9917, -77.0153)"
17014,"Glenville Road, 8804",8804 Glenville Rd,Silver Spring,20901,151851,-76.997371506,38.999926185,11/29/2018,,3,1,4,2,1.00,0.50,1,0.00,0.00,compliant,"(38.9999, -76.9974)"
17012,"Hudson Avenue, 907",907 Hudson Ave,Takoma Park,20912,152892,-77.000351815,38.992625395,01/23/2019,,3,1,3,3,0.00,0.00,3,0.00,0.00,compliant,"(38.9926, -77.0004)"
76069,Lasko Manor,4913 Hampden Ln,Bethesda,20814,145773,-77.097234436,38.98288989,02/02/2018,,3,1,12,11,1.45,0.99,4,0.00,0.09,compliant,"(38.9829, -77.0972)"
17332,"Garland Avenue, 8007",8007 Garland Ave,Takoma Park,20912,151020,-76.998645443,38.990063662,10/02/2018,,3,1,3,3,0.00,0.00,3,0.00,0.00,compliant,"(38.9901, -76.9986)"
62107,Vistas At White Oak IV,11434 Lockwood Dr,Silver Spring,20904,144894,-76.986922042,39.041179301,12/12/2017,,3,1,175,43,1.13,1.15,13,0.09,0.00,compliant,"(39.0412, -76.9869)"
17758,"Ruatan Street, 1054",1054 Ruatan St,Silver Spring,20903,150987,0,0,10/30/2018,,1,1,4,5,7.80,1.71,0,0.40,0.40,troubled,"(0.0, 0.0)"
17524,"Dale Drive, 529",529 Dale Dr,Silver Spring,20910,140999,-77.017393288,39.000778859,06/09/2017,,3,1,9,9,0.66,0.55,4,0.00,0.00,compliant,"(39.0008, -77.0174)"
17978,Dalton Apartments,733 Sligo Ave,Silver Spring,20910,141000,-77.019079555,38.990682641,06/06/2017,,3,1,94,25,1.36,1.32,8,0.12,0.08,compliant,"(38.9907, -77.0191)"
17171,Cambridge Square,4901 Battery Ln,Bethesda,20814,147562,-77.09912375,38.993151754,06/20/2018,,3,1,87,22,0.45,0.87,16,0.00,0.00,compliant,"(38.9932, -77.0991)"
17493,"Kennebec Avenue, 811",811 Kennebec Ave,Takoma Park,20912,154264,-76.999838124,38.990228425,04/02/2019,,3,1,1,1,0.00,0.00,1,0.00,0.00,compliant,"(38.9902, -76.9998)"
17430,"Hudson Avenue, 807",807 Hudson Ave,Takoma Park,20912,138302,-77.001565658,38.992367293,01/05/2017,,3,1,2,1,2.00,1.50,0,0.00,0.00,compliant,"(38.9924, -77.0016)"
58419,Inigo's Crossing,5405 Tuckerman Ln,Rockville,20852,154459,-77.108192429,39.029109621,06/27/2019,,3,1,473,94,0.29,0.99,49,0.01,0.00,compliant,"(39.0291, -77.1082)"
17535,"Glenville Road, 8808",8808 Glenville Rd,Silver Spring,20901,151853,-76.997146254,39.000112899,11/29/2018,,3,1,4,4,0.00,0.00,4,0.00,0.00,compliant,"(39.0001, -76.9971)"
17273,Villa Nova,11513 Lockwood Dr,Silver Spring,20904,140498,-76.985089602,39.040638335,05/17/2017,,3,1,22,22,0.18,0.13,19,0.00,0.00,compliant,"(39.0406, -76.9851)"
17314,"Greenwood Avenue, 8003",8003 Greenwood Ave,Takoma Park,20912,139473,-77.000161813,38.989778133,03/20/2017,,3,1,2,2,0.00,0.00,2,0.00,0.00,compliant,"(38.9898, -77.0002)"
47208,"Chevy Chase Drive, 4810",4810 Chevy Chase Dr,Chevy Chase,20815,148730,-77.095164723,38.976716503,06/29/2018,,3,1,3,3,1.66,1.40,0,0.00,0.00,compliant,"(38.9767, -77.0952)"
65106,The Cameron,8710 Cameron St,Silver Spring,20910,154464,-77.028877935,38.999282921,05/02/2019,,3,1,324,99,0.43,0.48,73,0.00,0.00,compliant,"(38.9993, -77.0289)"
17203,Fields Of Silver Spring,2105 Hildarose Dr,Silver Spring,20902,149951,-77.044680584,39.020509799,08/21/2018,,3,1,221,57,1.24,1.10,23,0.10,0.07,compliant,"(39.0205, -77.0447)"
17283,Rock Creek Terrace,12630 Veirs Mill Rd,Rockville,20853,152901,-77.095546981,39.062453085,02/05/2019,,3,1,526,126,0.86,1.39,39,0.06,0.00,compliant,"(39.0625, -77.0955)"
95496,Paramount Properties Apartments,1004 Houston Ave,Takoma Park,20912,139558,-76.999025396,38.991884083,06/02/2017,,3,1,4,4,0.75,0.50,2,0.00,0.00,compliant,"(38.9919, -76.999)"
17016,"Garland Avenue, 8103",8103 Garland Ave,Takoma Park,20912,152893,-76.998870587,38.990780292,03/21/2019,,3,1,1,1,0.00,0.00,1,0.00,0.00,compliant,"(38.9908, -76.9989)"
17326,"Greenwood Avenue, 8402",8402 Greenwood Ave,Takoma Park,20912,139511,-77.001537555,38.994316779,03/29/2017,,3,1,5,2,1.00,1.00,0,0.00,0.00,compliant,"(38.9943, -77.0015)"
18232,Oak Ridge Apartments,1014 Quebec Ter,Silver Spring,20903,146188,-76.98866607,39.000480299,04/11/2018,,3,1,113,112,1.79,1.36,27,0.10,0.00,compliant,"(39.0005, -76.9887)"
17161,"Schuyler Rd., 100-102",100 Schuyler Rd,Silver Spring,20901,139451,-77.011774198,39.003247943,03/09/2017,,3,1,26,10,0.90,0.61,5,0.00,0.00,compliant,"(39.0032, -77.0118)"
65228,"Domer Avenue, 404",404 Domer Ave,Takoma Park,20912,138926,-77.001456652,38.996971841,02/02/2017,,3,1,3,3,0.00,0.00,3,0.00,0.00,compliant,"(38.997, -77.0015)"
17633,Five Star Premier Residences Of Chevy Chase,8100 Connecticut Ave,Chevy Chase,20815,149262,-77.07826253,38.992555286,08/01/2018,,3,0,318,82,0.52,0.80,50,0.00,0.01,compliant,"(38.9926, -77.0783)"
17475,"Flower Avenue, 8609",8609 Flower Ave,Takoma Park,20912,138937,-77.002920417,38.996999258,02/27/2017,,3,1,3,3,1.66,1.50,0,0.00,0.00,compliant,"(38.997, -77.0029)"
17637,Burnt Mills Crossing,10713 Venetia Mill Cir,Silver Spring,20901,140490,-77.002671857,39.030794107,05/23/2017,,3,1,96,24,0.70,1.01,11,0.04,0.04,compliant,"(39.0308, -77.0027)"
17341,"Greenwood Avenue, 8208",8208 Greenwood Ave,Takoma Park,20912,138942,-77.001002688,38.991925249,02/21/2017,,3,1,4,4,0.25,0.75,3,0.00,0.00,compliant,"(38.9919, -77.001)"
78103,2201 Spencerville Road,2201 Spencerville Rd,Spencerville,20868,153887,-76.966394211,39.115865343,03/18/2019,,3,1,3,3,0.00,0.00,3,0.00,0.00,compliant,"(39.1159, -76.9664)"
18016,Northlake Apartments,12624 Grey Eagle Ct,Germantown,20874,149261,-77.263202075,39.168295952,08/29/2018,,3,1,304,77,0.88,0.97,39,0.00,0.01,compliant,"(39.1683, -77.2632)"
17945,"Clayborn Avenue, 402",402 Clayborn Ave,Takoma Park,20912,139534,-77.00090425,38.995113028,03/21/2017,,3,1,3,3,0.00,0.00,3,0.00,0.00,compliant,"(38.9951, -77.0009)"
107162,804 Kennebec,804 KENNEBEC AVE,TAKOMA PARK,20912,138315,0,0,01/24/2017,,3,1,3,3,0.00,0.00,3,0.00,0.00,compliant,"(0.0, 0.0)"
18219,"Bonifant Street, 941-",941 Bonifant St,Silver Spring,20910,143631,-77.025491059,38.99407512,09/22/2017,,3,1,2,2,0.00,0.00,2,0.00,0.00,compliant,"(38.9941, -77.0255)"
17734,Glenmont Westerly,2309 Shorefield Rd,Silver Spring,20902,147634,-77.049715139,39.053046063,05/30/2018,,3,1,101,22,0.00,0.00,34,0.00,0.00,compliant,"(39.053, -77.0497)"
81225,Falkland Chase Apartments North,8305 16Th St,Silver Spring,20910,150018,-77.036275061,38.992761727,10/02/2018,,3,1,182,46,0.54,0.66,29,0.02,0.02,compliant,"(38.9928, -77.0363)"
61346,Upstairs At Bethesda Row,7131 Arlington Rd,Bethesda,20814,149956,-77.098407409,38.981254685,10/09/2018,,3,1,180,25,0.64,1.23,13,0.00,0.00,compliant,"(38.9813, -77.0984)"
17774,"Glenville Road, 8814",8814 Glenville Rd,Silver Spring,20901,154058,-76.996991457,39.000357266,04/17/2019,,3,1,2,3,0.00,0.00,3,0.00,0.00,compliant,"(39.0004, -76.997)"
17201,"Schrider Street, 8221",8221 Schrider St,Silver Spring,20910,141071,-77.014474637,38.992959491,05/31/2017,,3,1,4,4,0.25,0.50,2,0.00,0.00,compliant,"(38.993, -77.0145)"
17400,Kentwood Apartments,4750 Chevy Chase Dr,Chevy Chase,20815,150074,-77.093894685,38.976577501,10/05/2018,,3,1,62,12,0.16,0.08,11,0.00,0.00,compliant,"(38.9766, -77.0939)"
17312,"Quebec Terrace, 1008",1008 Quebec Ter,Silver Spring,20903,154294,0,0,04/17/2019,,1,1,14,13,5.15,1.86,0,0.15,0.23,troubled,"(0.0, 0.0)"
17017,"Greenwood Avenue, 8001",8001 Greenwood Ave,Takoma Park,20912,139472,-77.000070359,38.989594175,03/20/2017,,3,1,5,5,0.20,0.80,3,0.00,0.00,compliant,"(38.9896, -77.0001)"
48102,Willow Manor At Colesville,601 Randolph Rd,Silver Spring,20904,140499,-77.020735888,39.066307478,06/01/2017,,3,1,83,21,0.00,0.00,21,0.00,0.00,compliant,"(39.0663, -77.0207)"
50418,"Greenwood Avenue, 7901",7901 Greenwood Ave,Takoma Park,20912,139470,-76.999493384,38.988353072,03/20/2017,,3,1,2,2,0.00,0.00,2,0.00,0.00,compliant,"(38.9884, -76.9995)"
17315,Monterrey Apartments,7925 Chicago Ave,Silver Spring,20910,141003,-77.019117972,38.989606335,06/06/2017,,3,1,23,13,0.61,0.92,5,0.00,0.00,compliant,"(38.9896, -77.0191)"
17598,"Schrider Street, 8201",8201 Schrider St,Silver Spring,20910,141066,-77.014157821,38.992278589,06/30/2017,,3,1,11,11,0.09,0.00,11,0.00,0.00,compliant,"(38.9923, -77.0142)"
17399,Aldon Apartments,4701 Bradley Blvd,Chevy Chase,20815,146177,-77.09314442,38.978511063,03/13/2018,,3,1,88,23,1.52,1.08,9,0.00,0.08,compliant,"(38.9785, -77.0931)"
17231,Wayne Manchester Towers,25 Wayne Ave E,Silver Spring,20901,146494,-77.00863143,38.999876487,04/24/2018,,3,1,226,58,1.01,0.96,23,0.06,0.00,compliant,"(38.9999, -77.0086)"
17182,Goodacre Apartments,510 Domer Ave,Takoma Park,20912,152895,-77.00009318,38.996940812,02/27/2019,,3,1,156,151,1.52,1.29,51,0.07,0.05,compliant,"(38.9969, -77.0001)"
17720,"Bradford Road, 8806",8806 Bradford Rd,Silver Spring,20901,139638,-77.00645691,39.000867831,04/12/2017,,3,1,6,6,1.16,1.19,1,0.00,0.00,compliant,"(39.0009, -77.0065)"
17029,Courts Of Madison I I,641 Sligo Ave,Silver Spring,20910,140997,-77.016011736,38.991191045,06/08/2017,,3,1,19,9,0.66,0.59,5,0.00,0.00,compliant,"(38.9912, -77.016)"
17609,Barron House,8306 Barron St,Takoma Park,20912,153881,-76.997931202,38.992573207,03/22/2019,,3,1,22,6,1.16,1.22,2,0.00,0.16,compliant,"(38.9926, -76.9979)"
18131,"Greenwood Circle, 814",814 Greenwood Cir,Takoma Park,20912,139529,-77.001435423,38.991801701,04/04/2017,,1,0,5,5,2.80,2.42,0,0.00,0.60,troubled,"(38.9918, -77.0014)"
17442,"Greenwood Avenue, 8520",8520 Greenwood Ave,Takoma Park,20912,139526,-77.002121663,38.99647761,03/30/2017,,3,1,3,3,0.00,0.00,3,0.00,0.00,compliant,"(38.9965, -77.0021)"
82144,Gallery Bethesda,4800 Auburn Ave,Bethesda,20814,147541,-81.529192133,37.577269194,06/13/2018,,3,1,234,22,0.22,0.09,20,0.00,0.00,compliant,"(37.5773, -81.5292)"
65907,Meridian At Grosvenor Station,5230 Tuckerman Ln,Rockville,20852,146571,-77.101822185,39.027500849,06/15/2018,,3,1,301,79,0.20,0.29,66,0.00,0.00,compliant,"(39.0275, -77.1018)"
50690,"Garland Avenue, 8308",8308 Garland Ave,Takoma Park,20912,154051,-77.000615694,38.993652285,04/05/2019,,1,1,6,5,1.20,1.83,0,0.20,0.00,troubled,"(38.9937, -77.0006)"
17490,"Frederick Road, 25901",25901 Frederick Rd,Clarksburg,20871,148739,-77.31459718,39.281393794,07/02/2018,,3,1,2,2,0.00,0.00,0,0.00,0.00,compliant,"(39.2814, -77.3146)"
17242,Pine Ridge,8617 Piney Branch Rd,Silver Spring,20901,154230,-76.999493326,38.996477629,04/25/2019,,3,1,155,39,0.66,0.53,26,0.00,0.00,compliant,"(38.9965, -76.9995)"
18573,"Garland Avenue, 8102",8102 Garland Ave,Takoma Park,20912,139553,-76.999539095,38.99075009,03/30/2017,,3,1,3,4,0.00,0.00,1,0.00,0.00,compliant,"(38.9908, -76.9995)"
17396,Wellington Apartments,4800 Wellington Dr,Chevy Chase,20815,146176,-77.093595368,38.979007689,03/08/2018,,3,1,38,9,0.77,0.77,4,0.00,0.11,compliant,"(38.979, -77.0936)"
17197,Elizabeth House,1400 Fenwick Ln,Silver Spring,20910,153885,-77.032863025,38.996770797,04/18/2019,,3,1,160,37,1.18,1.05,16,0.00,0.00,compliant,"(38.9968, -77.0329)"
17270,Croydon Manor Apartments,104 Croydon Ct,Silver Spring,20901,139628,-77.011973567,39.003940207,04/26/2017,,3,1,96,25,1.40,1.13,9,0.16,0.00,compliant,"(39.0039, -77.012)"
70364,Argent Apartments,1200 Blair Mill Rd,Silver Spring,20910,149155,-77.029623493,38.989826552,08/06/2018,,3,1,96,25,1.12,1.30,9,0.04,0.16,compliant,"(38.9898, -77.0296)"
17321,"Greenwood Avenue, 8505",8505 Greenwood Ave,Takoma Park,20912,139522,-77.001287741,38.995382076,03/29/2017,,1,0,5,6,2.33,1.78,1,0.00,0.00,troubled,"(38.9954, -77.0013)"
18138,"Flower Avenue, 8413",8413 Flower Ave,Takoma Park,20912,138931,-77.00213218,38.994959262,04/11/2017,,1,0,6,7,7.85,1.87,0,0.00,0.14,troubled,"(38.995, -77.0021)"
17757,"Ruatan Street, 1058",1058 Ruatan St,Silver Spring,20903,150988,-76.988648598,38.999769197,10/30/2018,,1,1,4,5,4.40,1.90,0,0.00,0.40,troubled,"(38.9998, -76.9886)"
17303,Belvedere,2107 Belvedere Blvd,Silver Spring,20902,139625,-77.044914473,39.019471318,06/21/2017,,1,0,93,26,2.34,1.57,2,0.15,0.00,troubled,"(39.0195, -77.0449)"
17569,Victoria Apartment,10416 Fawcett St,Kensington,20895,152884,-77.073974177,39.026989098,01/29/2019,,3,1,10,10,0.80,0.97,4,0.00,0.10,compliant,"(39.027, -77.074)"
85492,Aurora Apartments At North Bethesda Center,5401 Mc Grath Blvd,Rockville,20852,146686,-77.108356683,39.049032855,04/25/2018,,3,1,341,85,0.14,0.21,74,0.00,0.00,compliant,"(39.049, -77.1084)"
17619,"Vassar Circle, 3",3 Vassar Cir,Glen Echo,20812,154651,-77.143916896,38.970722173,04/17/2019,,3,1,1,1,1.00,1.00,0,0.00,0.00,compliant,"(38.9707, -77.1439)"
17599,"Schrider Street, 8207",8207 Schrider St,Silver Spring,20910,141067,-77.014031182,38.992498248,05/30/2017,,3,1,4,4,0.00,0.00,4,0.00,0.00,compliant,"(38.9925, -77.014)"
79329,The Exchange At Wheaton Station,11215 Georgia Ave,Silver Spring,20902,149291,-77.050687319,39.039549258,09/11/2018,,3,1,484,113,0.31,0.36,92,0.00,0.00,compliant,"(39.0395, -77.0507)"
17009,"Greenwood Avenue, 8403",8403 Greenwood Ave,Takoma Park,20912,139512,-77.000960532,38.994261851,04/06/2017,,3,1,3,1,1.00,0.00,0,0.00,0.00,compliant,"(38.9943, -77.001)"
17510,Georgian Court,3600 Bel Pre Rd,Silver Spring,20906,144909,-77.072967138,39.091921985,01/16/2018,,3,1,147,41,0.53,0.49,25,0.00,0.00,compliant,"(39.0919, -77.073)"
17233,Spring Gardens East,8007 Eastern Ave,Silver Spring,20910,141075,-77.031331666,38.988295875,06/28/2017,,3,1,82,20,0.20,0.35,16,0.00,0.00,compliant,"(38.9883, -77.0313)"
17548,Paint Branch Park,12005 Old Columbia Pike,Silver Spring,20904,152164,-76.974715851,39.053443616,12/21/2018,,3,1,14,13,0.76,1.18,6,0.00,0.00,compliant,"(39.0534, -76.9747)"
17377,Newdale Mews,3943 Newdale Rd,Chevy Chase,20815,154237,-77.078161831,38.994336862,04/10/2019,,3,1,41,9,0.33,0.33,6,0.00,0.00,compliant,"(38.9943, -77.0782)"
17429,"Flower Avenue, 8627",8627 Flower Ave,Takoma Park,20912,138940,-77.003050615,38.997575853,04/03/2017,,1,0,5,5,2.60,2.23,0,0.40,0.00,troubled,"(38.9976, -77.0031)"
17726,"Glenville Road, 8810",8810 Glenville Rd,Silver Spring,20901,154056,-76.997072369,39.00017879,04/17/2019,,3,1,3,3,1.33,0.66,1,0.00,0.00,compliant,"(39.0002, -76.9971)"
79547,Citron Apartments,815 Pershing Dr,Silver Spring,20910,149958,-77.023662732,38.997730012,09/25/2018,,3,1,222,52,0.17,0.32,43,0.00,0.00,compliant,"(38.9977, -77.0237)"
17592,"Holsey Road, 9115",9115 Holsey Rd,Damascus,20872,154258,-77.18881588,39.312143839,03/25/2019,,3,1,2,2,0.00,0.00,4,0.00,0.00,compliant,"(39.3121, -77.1888)"
17380,Montgomery Towers,415 Silver Spring Ave,Silver Spring,20910,144030,-77.011104077,38.993272886,10/30/2017,,3,1,61,13,1.23,1.29,4,0.00,0.00,compliant,"(38.9933, -77.0111)"
17553,Shady Grove Apartments,16125 Crabbs Branch Way,Derwood,20855,146200,-77.157005061,39.119798748,03/14/2018,,3,1,144,33,0.06,-0.60,43,0.00,0.00,compliant,"(39.1198, -77.157)"
17318,Oxford Square,11902 Parklawn Pl,Rockville,20852,146564,-77.102136272,39.051181734,04/03/2018,,3,1,167,45,1.88,1.47,5,0.00,0.00,compliant,"(39.0512, -77.1021)"
17153,"Garland Avenue, 8310",8310 Garland Ave,Takoma Park,20912,139556,-77.000608676,38.994141027,04/21/2017,,1,0,6,5,2.40,1.75,0,0.00,0.00,troubled,"(38.9941, -77.0006)"
17684,"Garland Avenue, 7903",7903 Garland Ave,Takoma Park,20912,150993,-76.997917209,38.988819832,10/18/2018,,3,1,8,8,0.75,1.25,4,0.00,0.12,compliant,"(38.9888, -76.9979)"
17228,Topaz House,4400 East West Hwy,Bethesda,20814,147564,-77.089884278,38.984683222,07/18/2018,,3,1,360,90,0.13,0.21,80,0.00,0.00,compliant,"(38.9847, -77.0899)"
17614,Scotland Community,7838 Scotland Dr,Potomac,20854,146688,-77.159220748,39.031479403,04/27/2018,,3,1,75,19,0.26,0.37,16,0.00,0.00,compliant,"(39.0315, -77.1592)"
17345,"Ruatan Street, 1050",1050 Ruatan St,Silver Spring,20903,150985,-76.989299598,38.999417783,10/30/2018,,1,1,4,5,6.40,2.22,0,0.80,0.60,troubled,"(38.9994, -76.9893)"
84458,PerSei,900 Persei Pl,Rockville,20852,146572,-77.116805176,39.049833936,06/13/2018,,3,1,174,44,0.40,0.25,38,0.02,0.00,compliant,"(39.0498, -77.1168)"
17516,Lakeview House,10250 Westlake Dr,Bethesda,20817,146566,-77.150204152,39.024999628,04/19/2018,,3,1,152,39,0.61,0.88,21,0.05,0.00,compliant,"(39.025, -77.1502)"
17624,"Domer Avenue, 406",406 Domer Ave,Takoma Park,20912,153876,-77.001358168,38.997004812,04/01/2019,,3,1,2,3,0.33,0.33,2,0.00,0.00,compliant,"(38.997, -77.0014)"
17706,Blair Park,7721 Eastern Ave,Takoma Park,20912,138920,-77.024431471,38.982912321,02/22/2017,,3,1,52,50,0.42,0.56,33,0.00,0.00,compliant,"(38.9829, -77.0244)"
18019,"Easley Street, 731",731 Easley St,Silver Spring,20910,138927,-77.020889052,38.994454952,02/21/2017,,3,1,4,4,0.75,1.33,2,0.00,0.00,compliant,"(38.9945, -77.0209)"
17340,"Plymouth Street, 8714",8714 Plymouth St,Silver Spring,20901,141062,-77.007727134,39.000299398,06/22/2017,,3,1,6,6,0.33,0.50,3,0.00,0.00,compliant,"(39.0003, -77.0077)"
17529,"Prospect Street, 912",912 Prospect St,Takoma Park,20912,154233,-76.998254911,38.989783599,04/16/2019,,3,1,3,3,0.00,0.00,4,0.00,0.00,compliant,"(38.9898, -76.9983)"
18212,"Silver Spring Avenue, 611",611 Silver Spring Ave,Silver Spring,20910,135797,-77.013897512,38.99237472,07/28/2016,,3,0,4,6,2.00,1.33,2,0.00,0.00,compliant,"(38.9924, -77.0139)"
17963,"Flower Avenue, 8615",8615 Flower Ave,Takoma Park,20912,138938,-77.002962615,38.997166775,04/06/2017,,3,1,4,5,1.40,0.91,3,0.00,0.00,compliant,"(38.9972, -77.003)"
17299,Montgomery Gardens,7521 Blair Rd,Takoma Park,20912,152896,-77.022233004,38.981602324,01/16/2019,,3,1,80,20,0.40,0.56,14,0.00,0.05,compliant,"(38.9816, -77.0222)"
16960,"Greenwood Avenue, 8309",8309 Greenwood Ave,Takoma Park,20912,152891,-77.000960521,38.993515017,01/23/2019,,3,1,4,1,2.00,1.50,0,0.00,0.00,compliant,"(38.9935, -77.001)"
17594,Montclair Apartments L P,3525 Sheffield Manor Ter,Silver Spring,20904,152885,-76.933907701,39.08013913,02/07/2019,,3,1,256,60,0.85,0.78,36,0.00,0.05,compliant,"(39.0801, -76.9339)"
17642,Crossway Community,3015 Upton Dr,Kensington,20902,146147,-77.060814289,39.040271884,04/06/2018,,3,1,37,38,0.26,0.42,29,0.00,0.00,compliant,"(39.0403, -77.0608)"
17575,Sandy Spring Meadows,1 Branchwood Ct,Sandy Spring,20860,152143,-77.025113615,39.150945492,01/17/2019,,3,1,55,13,0.76,0.58,9,0.00,0.00,compliant,"(39.1509, -77.0251)"
65836,"East West, 1200",1200 East West Hwy,Silver Spring,20910,147645,-77.030031919,38.990551272,06/19/2018,,3,1,247,63,0.50,0.80,34,0.00,0.00,compliant,"(38.9906, -77.03)"
18134,"Greenwood Avenue, 8201",8201 Greenwood Ave,Takoma Park,20912,139481,-77.00034827,38.991620468,04/19/2017,,3,1,3,4,1.00,1.50,0,0.00,0.00,compliant,"(38.9916, -77.0003)"
23359,Strathmore Court At White Flint,5440 Marinelli Rd,Rockville,20852,149967,-77.110241111,39.047212712,09/18/2018,,3,1,202,51,0.62,0.97,28,0.00,0.07,compliant,"(39.0472, -77.1102)"
17178,Montgomery Arms,8700 Colesville Rd,Silver Spring,20910,144026,-77.027698773,38.998327689,10/24/2017,,3,1,129,33,0.36,0.60,23,0.00,0.00,compliant,"(38.9983, -77.0277)"
17779,S Apartments,8710 Bradford Rd,Silver Spring,20901,139450,-77.006928332,38.999426309,03/23/2017,,3,1,6,1,2.00,1.00,0,0.00,0.00,compliant,"(38.9994, -77.0069)"
